123	0.05
277	0.103908
276	0.00401194
124	0.000886837
122	0.006114
466	0.149113
275	0.00896733
278	0.00841882
467	0.0602414
465	0.000674897
125	0.0071035
121	0.0361178
464	0.187894
279	0.00168094
649	0.00159
468	0.000931791
274	0.00357207
648	0.000993459
126	0.104613
650	0.0162311
647	0.00317327
120	0.0223864
469	0.195747
463	0.00397739
824	0.00146091
646	0.0548623
273	0.0123179
651	0.000744759
825	0.000589564
280	0.00637351
823	0.00383822
119	0.16269
826	0.0137983
822	0.0113348
127	0.00442506
645	0.205267
652	0.00679761
470	0.000971164
991	0.00151406
990	0.00315332
462	0.0564554
827	0.0663568
989	0.00876419
992	0.000725046
281	0.00722132
272	0.0176884
821	0.0338792
993	0.204758
988	0.00948107
118	0.013062
128	0.0946149
653	0.0282053
1151	0.00374349
644	0.0424406
828	0.0217017
1152	0.00463774
1150	0.00279035
471	0.00353079
820	0.104418
461	0.000346752
1153	0.0811891
1149	0.0091202
994	0.00659153
282	0.0123195
987	0.0228823
271	0.0495784
1154	0.22995
1148	0.0392223
117	0.0208244
829	0.0342352
654	0.00412253
1305	0.0462402
129	0.0115292
1304	0.0121429
995	0.00931387
643	0.0124086
819	0.0206478
472	0.0200333
1306	0.020938
986	0.0442541
460	0.0311081
1303	0.0366087
1155	0.102782
1307	0.0246567
283	0.0195459
1302	0.0348773
1147	0.0129856
270	0.0502426
830	0.223346
1308	0.0452871
996	0.0234931
655	0.00674942
1451	0.011133
1301	0.0366904
1452	0.00204673
116	0.00509204
818	0.0111492
985	0.024695
1450	0.0159202
642	0.00216764
130	0.0429009
1156	0.0141205
473	0.0403356
1453	0.00192697
1146	0.0723572
459	0.0277417
1449	0.0685459
1448	0.111262
1309	0.00709807
1454	0.0186364
284	0.0412126
1300	0.0404038
269	0.039485
831	0.1731
1592	0.0558618
1591	0.0230775
984	0.0175467
997	0.0147957
817	0.0103509
656	0.0187647
1157	0.00207873
1145	0.0013745
1593	0.0170441
1455	0.00670265
1590	0.0552203
641	0.00515365
115	0.059096
131	0.0532643
1447	0.0087303
1310	0.0193531
1594	0.0203752
1589	0.0660113
1299	0.0107804
474	0.00764582
458	0.0195215
1456	0.264575
1595	0.00963313
1588	0.0746391
285	0.0241022
1446	0.0775672
268	0.00441882
1725	0.0455044
983	0.0351602
1726	0.0131686
832	0.00401953
1158	0.00841632
998	0.000853606
1724	0.0149971
1144	0.0125036
816	0.0169113
1311	0.0991038
1727	0.00770505
657	0.0282264
1723	0.0190668
1298	0.00893919
640	0.0222279
1596	0.00910423
1587	0.120207
1457	0.0824063
1728	0.00853246
132	0.0073264
1722	0.0546984
114	0.00320424
457	0.0593105
1445	0.0274699
475	0.0603474
1597	0.239396
1729	0.0039035
1721	0.0828403
267	0.00164149
1159	0.0181109
1852	0.00323593
1851	0.00353772
1586	0.0190752
982	0.00732817
999	0.0282466
1853	0.0321162
1312	0.00541858
286	0.0205329
833	0.0234021
1850	0.00270475
815	0.0188393
1143	0.0181309
1297	0.000953346
1458	0.134813
1854	0.00118319
639	0.0861109
658	0.0128616
1444	0.0265744
1730	0.0389046
1849	0.00359072
1720	0.098102
1855	0.105047
133	0.00845263
1598	0.000643495
113	0.0349197
456	0.0547703
1848	0.00664822
1585	0.0131989
476	0.0640385
1972	0.24869
1160	0.0185141
1973	0.0311139
266	0.00142661
1313	0.00675693
1971	0.0211234
1856	0.0203136
1731	0.00195478
1142	0.0111621
981	0.0107628
1000	0.00446244
1847	0.0203347
1296	0.00587927
1719	0.0453187
1974	0.0120265
1459	0.00585136
287	0.0631743
814	0.00111028
1970	0.00177635
834	0.0064634
1443	0.034447
1975	0.177912
1599	0.0265727
638	0.0413363
1969	0.0325079
1584	0.00430087
659	0.0127886
1857	0.121771
1846	0.0690404
112	0.0328719
1976	0.101366
1732	0.020616
455	0.0347237
134	0.0129954
1968	0.0140715
1718	0.0129098
477	0.0866065
2085	0.124778
1314	0.00607485
2086	0.0178368
1161	0.00476738
1295	0.0441866
1141	0.0113093
2084	0.0199511
1460	0.00319394
2087	0.00745404
1001	0.0410739
980	0.00979888
1442	0.0178514
1977	0.106832
1858	0.00614384
2088	0.03576
288	0.00489647
2083	0.0156968
1967	0.0380664
813	0.00043387
1845	0.00359505
1600	0.00119641
265	0.0122445
1583	0.00615089
835	0.0129714
2089	0.256727
2082	0.0552368
1733	0.00284394
637	0.00531565
1717	0.0215841
660	0.0153889
1978	0.210889
1966	0.0851705
135	0.0773298
111	0.0220266
2090	0.0196441
1859	0.0211646
2081	0.0585751
454	0.00169901
2192	0.029502
1844	0.00721047
478	0.00739281
1315	0.00167944
2191	0.0397246
2193	0.00146795
1294	0.00131477
1461	0.00835147
1162	0.0356669
1441	0.0147286
1140	0.0105172
